UNITID,YEAR,COHORT,gradRateT_Total,gradRateG_Men,gradRateG_Women,gradRateR_White,gradRateR_Black,gradRateR_Asian,gradRateR_Hispanic,gradRateR_AmInd,gradRateR_NatHawaii,gradRateR_NonResident,gradRateR_2orMore,gradRateR_Unknown
155858,2011,4,0.467,0.446,0.492,0.515,0.5,0.333,0.409,0.5,1,,,0.5
452054,2012,4,0.48,0.448,0.531,0.559,0.317,0.667,0.493,0,1,,0.25,0.395
133085,2011,2,0.544,0.493,0.59,0.556,0,0,0.444,1,1,,,0.5
152992,2011,2,0.446,0.385,0.49,0.47,0,0,0.333,0,1,1,1,
115515,2011,4,0.352,0.294,0.37,0.25,0.091,0.833,0.429,1,1,,,0.5
115728,2012,2,0.394,0.304,0.442,0.714,0.385,,0.375,,1,0.5,0,1
115728,2011,2,0.408,0.233,0.522,0.4,0.45,0.5,0.389,,1,0,0.625,0.5
133809,2012,2,0.566,0.515,0.608,0.596,0,0,0.222,0,1,0.5,,1
190725,2009,2,0.518,0.437,0.552,0.569,0.344,0.8,0.25,0.2,1,0.333,,
447953,2010,2,1,1,1,,,,1,,1,,,
447953,2011,2,1,1,1,,1,,,,1,,,
446598,2012,4,1,1,1,1,,,,,1,,,
142090,2012,2,0.5,0.6,0.444,0.44,,1,,,1,1,,
440174,2011,4,0.895,0.75,0.912,0.914,0.5,,,,1,,,
154925,2011,4,0.328,0.306,0.364,0.366,0.226,0.219,0.387,0.344,1,0.429,1,
207625,2012,4,0.533,0.5,0.538,0.512,0.484,,0.833,0.556,1,,,
192925,2012,2,0.453,0.454,0.452,0.494,0.185,0.5,0.5,0.5,1,,,0.37
196477,2012,4,0.243,0.239,0.249,0.294,0.242,0.143,0.23,0.5,1,0.417,1,0.293
145619,2011,2,0.489,0.453,0.515,0.551,0.375,0.6,0.333,0,1,,0,0.481
180902,2011,4,0.334,0.428,0.252,0.342,0.154,1,0.237,0,1,,0.667,0.333
145637,2012,3,0.744,0.789,0.4,0.789,1,,0,,1,0,,
189228,2012,2,0.366,0.313,0.392,0.351,0.389,0.429,0.352,0.333,1,0.476,,0.302
119331,2012,4,0.335,0.327,0.34,0.443,0.167,0.435,0.363,0.5,1,0.333,0.167,0.225
117247,2009,4,0.393,0.388,0.398,0.5,0.291,0.786,0.429,0,1,0.1,,0.333
232575,2010,4,0.287,0.257,0.31,0.278,0.111,0.333,0.333,0.333,1,,1,0.373
157766,2012,4,0.467,0.519,0.459,0.494,0.311,,,,1,0,1,0.34
228468,2012,2,0.3,0.232,0.358,0.22,0.286,0.417,0.375,0,1,0.188,1,0.2
103787,2010,2,0.643,0.556,0.8,0,,0.667,,0.857,1,,,
130776,2012,2,0.426,0.362,0.493,0.438,0.368,0.381,0.408,0.333,1,,,0.273
104531,2012,2,0.324,0.316,0.367,0.41,0.182,0.091,0.262,0,1,1,0.5,
181491,2012,4,0.469,0.518,0.407,0.512,0.238,0,0.324,0.091,1,0.286,0.333,0.273
152992,2012,2,0.428,0.365,0.489,0.45,0.111,0.333,0.235,0,1,,1,
209241,2011,2,0.6,0.6,,0.2,,,1,,1,1,,
104531,2011,2,0.299,0.313,0.211,0.225,0.667,0.111,0.5,0.067,1,1,,
237996,2011,4,0.588,0.591,0.587,0.585,0,,,,1,,1,
115755,2011,2,0.401,0.358,0.434,0.441,0.36,0.391,0.326,0.25,1,0,,0.385
239488,2011,4,0.381,0.393,0.357,0.4,0,0.238,0.304,0.192,1,0,0.5,0.556
230782,2011,2,0.428,0.348,0.495,0.461,0,0.357,0.261,0,1,0.481,,0.408
442569,2011,3,0.458,0.471,0.425,0.5,0.427,,0.263,0,1,,0.333,0.333
166911,2012,2,0.538,0.5,0.553,0.537,,,0,,1,,0.5,0.571
101435,2011,2,0.516,0.5,0.533,0.579,0.056,0.5,0,0.5,1,,,0
176947,2012,2,0.498,0.458,0.532,0.505,0.444,,0.5,,1,,,0.2
221661,2012,3,0.431,0.386,0.456,0.468,0.417,0.375,0.304,,1,0.286,,
237367,2010,2,0.357,0.306,0.4,0.361,0.235,0,0.333,0,1,0.6,0.25,0.273
144759,2012,3,0.35,0.333,0.389,0.333,0.333,,0.36,,1,1,,
196699,2011,4,0.235,0.214,0.257,0.249,0.207,1,0.106,0,1,0.5,0.167,0.143
206862,2011,2,0.434,0.359,0.507,0.467,0.091,0.286,0.5,0.417,1,,0,
475121,2012,2,0.208,0.252,0.195,0.293,0.08,0.5,0.107,0.25,1,1,0,0.149
176071,2011,4,0.261,0.258,0.263,0.271,0.239,0.286,0.267,0.143,1,,0.8,0.219
440536,2012,2,0.297,0.279,0.385,0.313,0.277,1,0.2,,1,,,0.25
181765,2011,4,0.626,0.615,0.635,0.625,,,,,1,,,0.5
216427,2008,4,1,1,,,,,,,1,,1,
240596,2010,4,0.398,0.448,0.354,0.641,0.2,,0.333,0.5,1,,,0.117
112172,2012,4,0.323,0.315,0.33,0.278,0.2,0.125,0.253,,1,0.405,0.4,0.337
209409,2012,2,0.485,0.391,0.535,0.521,0,,0.8,0,1,,,0.222
192925,2011,3,0.547,1,0.5,0.563,,,0,,1,,,0.333
240116,2011,4,0.361,0.383,0.339,0.367,0.333,0.3,0.115,0.154,1,,0.063,0.52
447625,2012,4,0.5,0.357,0.571,0.739,,,0.667,,1,,,0.067
152248,2012,2,0.285,0.254,0.31,0.307,0.192,0,0.314,0,1,0.368,0.8,0.042
151360,2012,2,0.218,0.2,0.229,0.252,0.013,0.833,0.221,,1,,0.5,0.2
226471,2012,2,0.462,0.338,0.552,0.477,0.356,0,0.469,0,1,,,
173559,2012,4,0.318,0.323,0.31,0.348,0.073,0.217,0.122,0.222,1,,0.219,0.5
104717,2010,2,0.291,0.269,0.307,0.338,0,,0.167,1,1,,,0.278
192925,2011,2,0.5,0.472,0.526,0.53,0.2,0,0,,1,,,0.412
142559,2011,4,0.173,0.142,0.202,0.166,0.294,0,0.141,0.125,1,0.391,0.6,0.364
155487,2011,4,0.461,0.507,0.278,0.458,0.333,,0.5,,1,,,
106485,2012,2,0.263,0.205,0.315,0.355,0.074,0,0.25,0,1,1,,
122384,2009,4,0.324,0.273,0.379,0.352,0.105,0.537,0.162,0,1,0,,0.31
198640,2012,4,0.207,0.333,0.09,0.247,0.145,0.333,,0.333,1,,,0.75
139384,2012,4,0.28,0.289,0.271,0.295,0.151,0.333,0.286,0.5,1,,0,0
161457,2012,3,0.617,0.5,0.622,0.622,,,,,1,,,0
440545,2012,2,0.295,0.296,0.286,0.293,0.5,0.5,0.167,,1,,0,
101189,2012,2,0.333,0.306,0.353,0.394,0.163,,0.167,,1,0.333,,0.25
179070,2012,3,0.356,0.316,0.362,0.366,0.286,,0.333,0,1,,,0.2
102669,2011,2,0.45,0.476,0.421,0.5,,0,0.333,0,1,,,
231536,2011,4,0.206,0.19,0.224,0.225,0.069,0,0.069,0,1,,1,0.194
113111,2009,4,0.238,0.248,0.229,0.232,0.231,0.333,0.265,0.2,1,,,0.191
234377,2010,4,0.368,0.312,0.403,0.367,0,,0,,1,,,0.714
224402,2010,2,0.194,0.178,0.242,0.208,0.129,,0.209,,1,,1,0
235149,2011,4,0.252,0.175,0.323,0.271,0,0.308,0.32,0.2,1,,0.1,0.19
129695,2012,4,0.169,0.132,0.212,0.195,0.078,0.235,0.117,0,1,0.667,0.154,0.153
439163,2010,2,0.236,0.242,0.22,0.238,0.291,0.2,0.179,0,1,0.5,,0
122375,2009,4,0.23,0.198,0.26,0.227,0.129,0.359,0.203,0.111,1,0,,0.343
440925,2008,3,0.262,0.245,0.293,1,,,,,1,,,0.255
410502,2012,2,0.302,0,0.358,0.333,0.333,,0.417,,1,,,0.219
189565,2008,4,0.382,0.143,0.473,0.429,0,0,0,0,1,,,0.5
181817,2011,4,0.273,0.28,0.267,0.33,0,0,0.138,0,1,0.421,,0.2
152266,2011,2,0.22,0.211,0.228,0.216,0.238,,0.118,0.333,1,,,0.333
410502,2011,2,0.303,0,0.323,0.375,0.25,0,0.5,,1,0,,0.143
233310,2011,4,0.238,0.237,0.238,0.262,0.179,0.5,0,0,1,0,,0.19
233019,2011,4,0.241,0.275,0.208,0.262,0.169,,0.429,0,1,,0,0.235
432241,2012,2,0.167,0.208,0.147,0.213,0.167,0.5,0.111,0,1,0.235,,0.061
198808,2010,2,0.233,0.232,0.235,0.232,0.087,,0.375,,1,,,0.316
380368,2011,4,0.219,0.219,0.22,0.301,0,0.105,0.111,0.085,1,,0.389,
123642,2010,4,0.3,0.333,0.297,0.429,,,0.238,,1,,0,0
199272,2011,2,0.355,,0.355,0.44,0.364,0,0,0,1,,,0.067
105428,2012,4,0.166,0.15,0.179,0.22,0.125,0.1,0.178,0.053,1,0,0.286,0.081
187620,2012,4,0.13,0.116,0.143,0.182,0.143,0.308,0.12,0.167,1,0.081,0,0.08
199892,2010,4,0.191,0.217,0.17,0.261,0.049,0.25,0.071,0,1,,,0.257
229799,2012,4,0.156,0.127,0.182,0.156,0.1,0.182,0.154,0.071,1,0,0,0.333
130907,2012,4,0.131,0.16,0.109,0.159,0.056,0.25,0.122,0.286,1,0,0.167,0
122339,2009,4,0.167,0.16,0.172,0.157,0.133,0.152,0.188,0,1,0,,0.25
113607,2010,3,0.189,0.177,0.273,0.357,0.214,0,0.148,0,1,,,0
196653,2012,3,0.276,0,0.296,0.309,0.184,,0,,1,,,0.273
230603,2009,3,0.208,0.1,0.286,0.143,,,,,1,,,0.5
118684,2011,4,0.162,0.169,0.151,0.188,0.136,0.167,0.133,0,1,,,0.125
117867,2011,4,0.118,0.082,0.147,0.2,0.071,0.214,0.114,0,1,0.027,,0.157
130040,2012,4,0.102,0.084,0.116,0.096,0.2,0.333,0.077,0,1,,0,0.091
207661,2012,3,0.125,0.062,0.171,0.137,0.133,0.036,0.154,0.068,1,0,0.141,
233116,2011,4,0.181,0.209,0.159,0.218,0.146,0,0,,1,0,0,0.097
199926,2010,4,0.163,0.15,0.176,0.174,0,,0.2,0,1,,,0.143
130916,2010,4,0.069,0.073,0.066,0.083,0.022,0.111,0.09,0,1,0.19,0.182,0
144166,2012,4,0.068,0.076,0.065,0.2,0.056,0.053,0.091,,1,,0,0.182
239503,2012,3,0.235,0,0.308,0.188,,,,,1,,,
227924,2012,4,0.052,0.045,0.057,0.05,0.056,0,0.054,0,1,0,0,
227854,2012,4,0.041,0.06,0.02,0.064,0.035,0,0.033,0,1,,0,
232423,2012,2,0.801,0.784,0.809,0.825,0.754,0.798,0.837,0.818,0.95,0.718,0.8,0.537
164155,2011,2,0.901,0.895,0.925,0.909,0.774,0.75,0.917,0.769,0.9,0.909,0.949,
132602,2012,2,0.394,0.308,0.465,0.5,0.406,0,0.389,0.5,0.9,0,,0.12
164988,2012,2,0.838,0.834,0.841,0.848,0.796,0.846,0.762,0.7,0.895,0.845,0.938,0.836
118259,2012,4,0.726,0.633,0.742,0.759,0.707,0.923,0.75,0.714,0.889,1,,0.542
236939,2011,2,0.672,0.624,0.717,0.677,0.525,0.695,0.62,0.615,0.889,0.706,0.824,0.627
187134,2010,2,0.862,0.833,0.885,0.886,0.645,0.917,0.814,0,0.879,0.667,,0.85
118286,2012,4,0.834,0.783,0.846,0.819,0.722,0.947,0.824,1,0.875,1,0.85,0.858
459204,2010,4,0.834,0.885,0.826,0.826,1,0.845,0.808,0.5,0.871,1,0.786,0.75
122931,2011,2,0.846,0.83,0.858,0.848,0.679,0.858,0.899,0.75,0.857,0.722,0.848,0.816
413802,2011,4,0.865,0.783,0.94,0.75,0.729,0.962,0.902,0.75,0.857,,,
437662,2011,4,0.751,0.722,0.763,0.771,0.661,0.773,0.773,0.714,0.857,,,0.679
207625,2011,4,0.739,0.706,0.743,0.788,0.548,1,0.825,0.692,0.857,,,
245962,2012,3,0.736,0.75,0.734,0.742,0.75,0.8,0.375,0.78,0.857,,,
128179,2010,4,0.742,0.736,0.783,0.804,0.691,0.5,0.508,0.667,0.857,,,
106041,2012,4,0.685,0.683,0.75,0.784,0.706,0.704,0.763,0.716,0.852,,0.742,0.341
124706,2011,4,0.661,0.611,0.673,0.64,0.593,0.698,0.69,0.571,0.85,,0.611,
209612,2011,2,0.606,0.571,0.623,0.605,0.4,0.524,0.462,0.667,0.846,0,1,0.65
110653,2011,2,0.838,0.784,0.862,0.817,0.77,0.887,0.792,0.778,0.842,0.75,,0.85
123961,2011,2,0.899,0.864,0.927,0.907,0.835,0.943,0.895,0.5,0.833,0.849,0.873,0.875
197036,2012,2,0.829,0.833,0.805,0.85,0.718,0.722,0.772,0.692,0.833,0.867,0.786,0.792
110653,2012,2,0.853,0.789,0.879,0.84,0.759,0.904,0.789,0.875,0.828,0.761,,0.835
110662,2011,2,0.898,0.865,0.911,0.903,0.763,0.932,0.852,0.895,0.818,0.891,,0.904
114123,2012,4,0.87,0.824,0.888,0.887,0.6,0.778,0.893,0.833,0.818,,,0.875
232885,2009,4,0.855,0.68,0.878,0.854,0.84,0.941,0.667,,0.818,,,
130943,2012,2,0.85,0.829,0.863,0.859,0.726,0.83,0.81,0.429,0.813,0.6,,0.897
363590,2012,4,0.746,0.642,0.758,0.77,0.487,0.804,0.73,0.5,0.81,,0.625,1
182670,2012,2,0.958,0.946,0.968,0.969,0.948,0.932,0.932,0.861,0.8,0.968,1,0.976
145637,2012,2,0.842,0.817,0.864,0.873,0.713,0.919,0.72,0.75,0.8,0.782,0.941,0.526
145637,2011,2,0.825,0.795,0.856,0.854,0.694,0.873,0.707,0.684,0.8,0.695,0.897,0.784
189811,2011,4,0.811,0.808,0.812,0.873,0.714,0.786,0.667,,0.8,,0.8,1
441052,2011,4,0.745,0.701,0.758,0.755,0.663,0.816,0.694,0.6,0.8,,0.722,0.769
398574,2012,4,0.619,0.622,0.609,0.597,0.541,0.526,0.655,0.536,0.8,0.75,0.8,0.625
121691,2012,2,0.723,0.689,0.744,0.745,0.8,0.684,0.697,0.5,0.8,,,0.686
368805,2012,4,0.68,0.632,0.693,0.72,0.606,0.9,0.756,,0.8,,0.519,0.69
366544,2012,4,0.576,0.391,0.61,0.64,0.412,0.929,0.649,0.5,0.8,,0.64,0.68
217749,2011,2,0.637,0.597,0.667,0.642,0.308,0.7,0.6,0,0.8,0.333,0.917,0.333
235167,2011,2,0.545,0.532,0.557,0.557,0.154,0.478,0.52,0.5,0.8,,0.556,0.565
110592,2011,2,0.352,0.288,0.377,0.367,0.216,0.467,0.33,0.222,0.8,0.472,,0.413
113607,2010,2,0.293,0.285,0.314,0.374,0.214,0.375,0.27,0,0.8,0,1,0.04
214528,2009,4,0.687,0.756,0.361,0.219,0.704,0.667,0.689,1,0.791,,,
459204,2012,3,0.742,0.836,0.722,0.786,1,0.692,0.63,,0.785,0.778,0.667,0.841
122931,2012,2,0.861,0.862,0.859,0.855,0.743,0.781,0.912,0.8,0.778,0.917,0.958,0.86
122612,2011,2,0.697,0.624,0.72,0.661,0.558,0.729,0.818,0.778,0.778,0.718,0.765,0.615
423980,2011,4,0.657,0.6,0.719,0.707,0.509,0.746,0.653,0.5,0.778,,0.667,0.638
110671,2012,2,0.659,0.595,0.689,0.674,0.678,0.764,0.579,0.5,0.778,0.525,,0.688
124681,2012,4,0.744,0.705,0.761,0.724,0.609,0.809,0.761,0.893,0.773,,0.824,0.677
431141,2011,4,0.648,0.614,0.686,0.669,0.528,0.68,0.647,0.593,0.772,,,0.644
164155,2012,2,0.872,0.879,0.85,0.881,0.727,1,0.854,1,0.75,1,0.851,0.941
121150,2012,2,0.81,0.805,0.814,0.825,0.696,0.741,0.866,0.8,0.75,0.75,1,0.778
118277,2011,4,0.79,0.767,0.797,0.788,0.68,0.838,0.773,,0.75,0.813,1,0.802
124937,2011,4,0.753,0.764,0.749,0.77,0.532,0.719,0.772,1,0.75,,0.615,1
196413,2012,2,0.818,0.784,0.843,0.85,0.755,0.784,0.773,0.367,0.75,0.673,,0.804
236939,2010,2,0.692,0.663,0.716,0.698,0.594,0.61,0.671,0.441,0.75,0.667,0.882,0.738
374875,2011,4,0.637,0.565,0.655,0.623,0.569,0.808,0.685,0.556,0.75,0.833,0.5,0.474
447768,2012,4,0.715,0.656,0.728,0.694,0.63,0.852,0.745,0.556,0.75,,0.611,0.655
127839,2011,4,0.638,0.456,0.694,0.616,0.682,1,0.657,0.714,0.75,,0.667,0.462
440129,2012,4,0.719,0.558,0.745,0.72,0.634,0.8,0.771,0.833,0.75,,0.375,0.333
110413,2012,2,0.598,0.571,0.62,0.609,0.353,0.333,0.606,0.75,0.75,0.667,0.333,0.68
448372,2011,4,0.519,0.542,0.5,0.706,0.167,1,0.5,,0.75,1,0.167,1
246974,2012,4,0.589,0.519,0.595,0.607,0.5,0.603,0.657,1,0.75,,0.429,0.573
110413,2011,2,0.645,0.549,0.718,0.646,0.455,1,0.662,0.5,0.75,0.333,,0.56
195164,2012,2,0.636,0.586,0.684,0.668,0.381,0.333,0.5,,0.75,0.7,1,0.512
447777,2012,4,0.733,0.697,0.78,0.752,0.716,0.846,0.675,0.667,0.75,,,
117627,2011,2,0.436,0.412,0.45,0.412,0.37,0.5,0.373,0.8,0.75,0.526,1,0.167
182148,2012,4,0.587,0.542,0.589,0.579,0.455,0.75,0.695,,0.75,,0.628,0.561
445203,2011,4,0.589,0.459,0.615,0.681,0.498,0.714,0.669,0,0.75,,0.125,1
438151,2010,3,0.641,0.657,0.632,0.644,1,1,0.5,,0.75,,,
375841,2012,4,0.472,0.486,0.453,0.502,0.273,0.462,0.472,0.444,0.75,,0.342,0.3
117627,2012,2,0.443,0.346,0.504,0.543,0.303,0.154,0.455,0,0.75,0.531,0.25,0.5
126951,2011,4,0.379,0.382,0.324,0.417,0.25,0.643,0.328,0.667,0.75,,0,0.254
409698,2012,2,0.365,0.357,0.37,0.401,0.15,0.385,0.342,0.167,0.75,0.833,,0.261
452063,2012,4,0.41,0.37,0.469,0.373,0.407,0,0.541,0.167,0.75,,0.5,0.267
155593,2012,4,0.685,0.696,0.583,0.686,0,,0.75,,0.75,,,
207865,2011,2,0.332,0.275,0.384,0.362,0.229,0.174,0.057,0.222,0.75,0.714,,
142887,2009,2,0.453,0.471,0.417,0.471,0.286,0,0.417,,0.75,,,
106041,2011,4,0.684,0.687,0.567,0.705,0.645,0.72,0.682,0.727,0.741,1,0.775,0.59
236948,2008,2,0.769,0.748,0.782,0.78,0.676,0.805,0.667,0.569,0.739,0.686,,0.767
208479,2012,4,0.731,0.632,0.742,0.752,0.448,0.778,0.8,0.625,0.727,,0.52,0.854
114123,2008,4,0.854,0.934,0.805,0.883,0.814,0.571,0.94,0.76,0.727,,,
448248,2008,4,0.735,0.822,0.641,,,0.714,,0.667,0.727,,,0.737
109040,2012,4,0.688,0.679,0.69,0.584,0.578,0.764,0.758,0.444,0.72,,0.702,0.599
110680,2012,2,0.856,0.828,0.867,0.842,0.727,0.894,0.789,0.864,0.714,0.833,,0.89
145725,2012,2,0.672,0.656,0.723,0.668,0.462,0.864,0.526,1,0.714,0.704,1,0.69
120661,2012,4,0.782,0.821,0.775,0.752,0.776,0.684,0.826,0.75,0.714,,0.579,0.826
127839,2012,4,0.646,0.494,0.688,0.675,0.568,1,0.581,0.571,0.714,0,0.793,0.462
444219,2010,4,0.241,0.221,0.259,0.248,0.267,0.3,0.094,0.167,0.714,,,0.241
123679,2011,4,0.727,0.685,0.735,0.71,0.568,0.752,0.751,0.4,0.71,,0.75,
109040,2011,4,0.711,0.712,0.711,0.743,0.624,0.739,0.788,0.727,0.708,,0.714,0.658
114123,2009,4,0.791,0.815,0.776,0.863,0.788,0.636,0.785,0.597,0.708,,,0.688
423980,2012,4,0.61,0.534,0.691,0.673,0.532,0.809,0.573,0.538,0.7,,0.506,0.585
110510,2012,2,0.434,0.383,0.459,0.489,0.366,0.506,0.421,0.313,0.7,0.457,,0.409
127556,2011,2,0.285,0.235,0.323,0.29,0.263,0.176,0.186,0.133,0.7,,,0.4
110680,2009,2,0.839,0.818,0.848,0.838,0.702,0.896,0.71,0.857,0.692,0.97,,0.862
236948,2009,2,0.805,0.793,0.812,0.809,0.748,0.821,0.741,0.804,0.69,0.84,,0.796
122612,2012,2,0.671,0.602,0.696,0.669,0.657,0.774,0.647,0.286,0.688,0.636,0.647,0.622
103501,2011,4,0.759,0.616,0.797,0.709,0.75,0.822,0.72,0.847,0.676,,0.875,0.5
186131,2012,2,0.957,0.944,0.97,0.965,0.9,0.978,0.971,0.909,0.667,0.941,0.956,0.983
110635,2012,2,0.899,0.859,0.917,0.921,0.77,0.943,0.808,0.706,0.667,0.845,,0.9
110680,2011,2,0.85,0.809,0.867,0.861,0.86,0.888,0.759,0.833,0.667,0.804,,0.841
192688,2011,4,0.806,0.766,0.82,0.783,0.785,1,0.838,1,0.667,0.75,,0.786
139755,2012,2,0.79,0.756,0.852,0.794,0.682,0.859,0.759,0.333,0.667,0.82,0.805,0.833
204024,2011,2,0.816,0.78,0.846,0.823,0.643,0.892,0.758,0.789,0.667,0.789,,0.803
133854,2011,4,0.643,0.624,0.647,0.608,0.605,0.667,0.685,0.5,0.667,1,0.9,0.692
228875,2011,2,0.739,0.733,0.743,0.76,0.684,0.571,0.642,0.5,0.667,0.848,0.5,0.581
209056,2011,2,0.727,0.726,0.728,0.749,0.8,0.667,0.389,0.333,0.667,0.7,0.7,0.741
189097,2011,2,0.919,,0.919,0.928,0.844,0.93,0.94,1,0.667,0.769,,
125727,2011,2,0.762,0.714,0.795,0.789,0.6,0.84,0.676,0.4,0.667,1,,0.632
133845,2012,4,0.744,0.652,0.759,0.74,0.752,1,0.727,0.333,0.667,,0.741,0.735
456852,2012,4,0.601,0.596,0.603,0.6,0.359,1,0.647,0.5,0.667,0.667,0.563,1
438258,2012,4,0.705,0.592,0.721,0.746,0.607,0.654,0.717,0.667,0.667,0.25,0.889,0.571
377342,2011,4,0.709,0.6,0.727,0.745,0.417,0.667,0.733,0.75,0.667,1,,0.5
419022,2011,4,0.709,0.6,0.727,0.745,0.417,0.667,0.733,0.75,0.667,1,,0.5
232885,2011,3,0.726,0.955,0.699,0.828,0.73,0.538,1,1,0.667,,,0.3
150534,2012,2,0.684,0.692,0.678,0.71,0.375,0.333,0.333,1,0.667,0.593,0.571,0.73
437936,2012,4,0.622,0.59,0.629,0.69,0.463,0.761,0.556,0.2,0.667,0.846,0.48,0.704
380438,2012,4,0.713,0.571,0.745,0.75,,1,0.625,0.5,0.667,,1,0.571
446835,2011,4,0.663,0.632,0.711,0.605,0.493,1,0.716,0.667,0.667,,0.857,0
236230,2011,2,0.665,0.646,0.676,0.713,0.778,0.417,0.579,0.1,0.667,0.429,0.727,0.378
118259,2011,4,0.588,0.472,0.612,0.764,0.715,0.8,0.607,0.4,0.667,0.4,0.375,0.209
133845,2011,4,0.631,0.628,0.631,0.685,0.579,0.8,0.744,0.75,0.667,,0.412,
232885,2012,3,0.794,0.615,0.821,0.903,0,1,0.667,,0.667,,,1
445230,2012,4,0.578,0.435,0.606,0.616,0.5,0.57,0.538,0.286,0.667,,0.914,0.75
455196,2011,4,0.703,0.575,0.729,0.758,0.688,0.833,0.8,,0.667,,,0.678
234739,2012,4,0.687,0.632,0.696,0.716,0.567,0.645,0.609,0.545,0.667,,0.667,
133997,2012,3,0.542,0.471,0.581,0.545,0.525,0.7,0.561,0.571,0.667,,0.607,0.487
420006,2008,3,0.576,0.621,0.557,0.596,0.563,0.333,0.833,0.333,0.667,0.5,0,0.625
455196,2012,4,0.633,0.491,0.663,0.692,0.621,0.706,0.643,0.25,0.667,,,0.667
239503,2011,2,0.829,0.782,0.872,0.839,0,,1,,0.667,,,1
204608,2010,4,0.774,0.78,0.64,0.817,0.626,,0.743,,0.667,,0.846,
442231,2011,4,0.565,0.523,0.636,0.629,0.471,0.556,0.613,0.2,0.667,,0.571,0.167
235097,2009,2,0.473,0.388,0.526,0.485,0.378,0.425,0.473,0.241,0.667,0.444,0.583,0.463
366711,2011,2,0.483,0.373,0.54,0.483,0.444,0.478,0.516,0.143,0.667,0.471,,0.442
179919,2012,4,0.593,0.6,0.583,0.632,0,1,0.8,,0.667,0,0,
438151,2012,3,0.518,0.517,0.518,0.539,0.357,0.667,0.405,0.333,0.667,,,
113856,2011,4,0.282,0.277,0.286,0.381,0.231,0.477,0.169,0,0.667,0.394,,0.596
104531,2010,2,0.287,0.278,0.32,0.324,0.2,0.125,0.273,0.222,0.667,,,0
432241,2010,2,0.184,0.163,0.194,0.187,0,0,0.333,0,0.667,0.5,,0.143
181640,2011,4,0.272,0.339,0.173,0.292,0.108,0.214,0.231,0,0.667,0,,0
170657,2011,4,0.149,0.117,0.187,0.154,0.12,0.313,0.186,0.133,0.667,0,0.043,0.14
158431,2012,4,0.132,0.152,0.116,0.15,0.091,0.25,0.167,0.222,0.667,,,0.063
117788,2011,4,0.14,0.111,0.161,0.177,0.029,0.263,0.104,0,0.667,0.196,,0.091
432232,2010,2,0.134,0.082,0.152,0.098,0.122,0,0.243,,0.667,0.033,,0.118
209612,2012,2,0.614,0.525,0.665,0.584,0,0.739,0.556,0.5,0.652,,0.9,0.588
459204,2011,3,0.607,0.756,0.582,0.724,0.875,0.574,0.514,,0.651,,0.632,0.5
371982,2012,4,0.69,0.568,0.696,0.66,0.548,0.667,0.719,0.875,0.65,,0.63,0.588
123208,2012,4,0.622,0.622,0.62,0.715,0.485,0.538,0.625,0.5,0.65,,0.579,0.673
121150,2011,2,0.814,0.739,0.861,0.817,0.885,0.872,0.773,0.917,0.647,0.667,1,0.846
240745,2012,4,0.611,0.452,0.704,0,,,,,0.645,0,,0
444024,2012,4,0.652,0.559,0.663,0.711,0.454,0.796,0.671,0.762,0.644,,0.553,0.5
237011,2011,2,0.73,0.717,0.739,0.741,0.583,0.624,0.699,0.698,0.636,0.667,0.753,0.782
418126,2011,3,0.507,0.5,0.508,,0.5,0.5,0.444,0,0.636,,0,0
128328,2011,2,0.825,0.828,0.808,0.826,0.828,0.895,0.855,0.8,0.625,0.857,0.735,0.929
130943,2011,2,0.786,0.733,0.821,0.801,0.643,0.768,0.736,0.65,0.625,0.462,0.692,0.781
103501,2012,4,0.715,0.527,0.753,0.842,0.682,0.653,0.656,0.585,0.625,,0.704,1
208479,2011,4,0.628,0.573,0.636,0.673,0.338,0.523,0.651,0.368,0.625,,0.571,1
439826,2009,4,0.558,0.561,0.549,0.556,0.605,0.6,0.56,0.571,0.625,,,0.458
110529,2012,2,0.507,0.43,0.577,0.55,0.542,0.626,0.427,0.25,0.625,0.528,,0.526
120184,2011,2,0.518,0.357,0.589,0.46,0.4,0.647,0.619,,0.625,0,,0.333
181941,2012,4,0.589,0.671,0.533,0.573,0.516,0.818,0.638,0.618,0.622,,,0.2
230038,2011,2,0.776,0.793,0.77,0.781,0.75,0.792,0.748,0.333,0.615,0.773,0.701,0.8
113333,2010,4,0.578,0.522,0.614,0.517,0.317,0.7,0.371,0.563,0.615,0.877,,0.596
110574,2011,2,0.436,0.398,0.454,0.442,0.336,0.568,0.333,0.667,0.615,0.5,,0.436
441052,2012,4,0.714,0.7,0.718,0.737,0.645,0.797,0.696,0.688,0.612,,0.713,0.79
122409,2012,2,0.664,0.611,0.694,0.679,0.633,0.681,0.613,0.6,0.608,0.484,,0.703
122409,2011,2,0.656,0.647,0.662,0.686,0.558,0.665,0.588,0.55,0.607,0.556,,0.666
209825,2012,2,0.746,0.734,0.752,0.743,0.333,0.74,0.793,0.556,0.6,0.727,,0.809
445470,2012,4,0.571,0.568,0.572,0.755,0.482,0.733,0.726,0.4,0.6,,0.56,0.536
121691,2011,2,0.699,0.659,0.726,0.722,0.769,0.769,0.712,,0.6,,,0.617
125532,2012,4,0.496,0.34,0.528,0.47,0.35,0.863,0.589,0.3,0.6,0,0.432,0.696
